effect_type,comparison_label,outcome,model,rd_estimate,rd_SE,rd_LCL,rd_UCL,rd_z,rd_p,rd_p_fdr,rd_significant_fdr
Variable,copd,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0015076462954356495,0.002732139514080341,-0.0038472487529005806,0.00686254134377188,0.5518189271323265,0.5810724183361331,0.7578647119599338,FALSE
Variable,aortic_stenosis,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),-0.010531634519096222,0.005053566740068323,-0.020436443323099622,-6.268257150928228e-4,-2.0840002835213047,0.03716014147507432,0.07361914820533592,FALSE
Variable,unhoused,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0030488821681710077,0.0022829903493963334,-0.001425696693698319,0.007523461030040334,1.335477466638083,0.1817201254449599,0.7113026787701072,FALSE
Variable,undocumented,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0030488821681711187,0.0022829903493962987,-0.0014256966936981395,0.007523461030040377,1.3354774666381521,0.18172012544493732,0.7113026787701072,FALSE
Variable,ivdu,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0030488821681708966,0.002282990349396343,-0.0014256966936984482,0.0075234610300402415,1.335477466638029,0.18172012544497765,0.7113026787701072,FALSE
Variable,white,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0015076462954367598,0.0027321395140797403,-0.0038472487528982934,0.006862541343771813,0.5518189271328542,0.5810724183357715,0.9014208075955409,FALSE
Variable,pacific_islander,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0015076462954359826,0.0027321395140802976,-0.0038472487529001625,0.006862541343772128,0.5518189271324572,0.5810724183360436,0.9014208075955409,FALSE
Variable,native_american,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0015076462954365377,0.0027321395140799585,-0.003847248752898943,0.0068625413437720184,0.5518189271327288,0.5810724183358574,0.9014208075955409,FALSE
Variable,middle_eastern,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0015076462954368708,0.0027321395140797603,-0.0038472487528982214,0.006862541343771963,0.5518189271328907,0.5810724183357465,0.9014208075955409,FALSE
Variable,hispanic,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),-0.0015032835951398482,0.0034527475088045323,-0.008270544360107122,0.005263977169827426,-0.43538764166984806,0.6632810791972747,0.9657363147056842,FALSE
Variable,black,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),6.661338147750939e-16,0.0031128329478595823,-0.006101040467693761,0.006101040467695093,2.1399600490387214e-13,0.9999999999998292,1,FALSE
Variable,asian,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0030488821681710077,0.002282990349396383,-0.0014256966936984153,0.007523461030040431,1.3354774666380542,0.1817201254449693,0.7113026787701072,FALSE
Variable,thrombocytopenia,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.14693164844054935,0.029590257749857084,0.08893580895757226,0.20492748792352644,4.965541350894755,6.850969290594311e-7,1.7545165256400065e-6,TRUE
Variable,stent,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.39846708869841446,0.02607738930400078,0.34735634485174294,0.449577832545086,15.280175636189236,1.0366096482178508e-52,4.186308194725936e-52,TRUE
Variable,obesity,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.2381078620964397,0.029023821970029184,0.18122221634148017,0.2949935078513992,8.203876882318138,2.3275647454637353e-16,7.637321821052881e-16,TRUE
Variable,lumbar_fusion,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.06960405593767122,0.0301076362086912,0.010594173309002426,0.12861393856634,2.3118406059914642,0.020786468790714854,0.04279567103970705,TRUE
Variable,delirium,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.04577067086006531,0.030089492858235513,-0.013203651455151448,0.10474499317528208,1.5211512894454733,0.12822187599193519,0.21036401529926865,FALSE
Variable,copd,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),-1.0547118733938987e-15,0.02993437130945625,-0.05867028966638438,0.05867028966638227,-3.5234141465356777e-14,0.9999999999999719,1,FALSE
Variable,aortic_stenosis,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.48019410325827344,0.023913335146375423,0.4333248276211418,0.5270633788954051,20.0805993943951,1.0907079485868297e-89,5.7262167300808556e-89,TRUE
Variable,unhoused,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),-0.05638566596253414,0.02952555868704282,-0.11425469761256177,0.001483365687493493,-1.909723929704293,0.05616876821387258,0.6018082308629205,FALSE
Variable,undocumented,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),-0.03462896473152682,0.02971176540919651,-0.09286295485065495,0.0236050253876013,-1.1654967065944968,0.2438179925610817,0.731453977683245,FALSE
Variable,ivdu,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),-0.1244222991637105,0.02871352072720894,-0.18069976565838436,-0.06814483266903665,-4.333230339315648,1.469372320634717e-5,0.0022040584809520755,TRUE
Variable,white,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.012799161999029474,0.029993697733994577,-0.045987405322780506,0.07158572932083945,0.4267283784927599,0.6695771781959411,0.9657363147056842,FALSE
Variable,pacific_islander,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),-0.0146033218700925,0.02985155192310974,-0.07311128852201496,0.043904644781829955,-0.48919807947362565,0.6247014690822539,0.9294415500498064,FALSE
Variable,native_american,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.038438785365027595,0.030075291442445272,-0.02050770268671081,0.097385273416766,1.2780852161844363,0.20121938104825154,0.7113026787701072,FALSE
Variable,middle_eastern,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.014628959499460692,0.03000116718216579,-0.04417224767174926,0.07343016667067065,0.48761301220830117,0.6258239770335363,0.9294415500498064,FALSE
Variable,hispanic,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),2.55351295663786e-15,0.02993437130945637,-0.05867028966638101,0.05867028966638612,8.530371091612659e-14,0.9999999999999319,1,FALSE
Variable,black,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0018273525974201177,0.029943599462789433,-0.05686102391714006,0.0605157291119803,0.061026484130304634,0.9513381170737003,1,FALSE
Variable,asian,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0036550929478629812,0.02995257697935263,-0.05505087917583167,0.062361065071557635,0.12202933157913479,0.9028757886186547,1,FALSE
Variable,thrombocytopenia,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.05514153274815248,0.009264743172719381,-0.07330009569269581,-0.03698296980360914,-5.951760531314045,2.6527332247772994e-9,7.141974066708114e-9,TRUE
Variable,stent,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.048683943681353425,0.008804626703872448,-0.06594069491826303,-0.03142719244444382,-5.529359201559479,3.214026407467949e-8,8.436819319603366e-8,TRUE
Variable,obesity,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-2.220446049250313e-16,0.0010779088980429046,-0.0021126626187795714,0.0021126626187791273,-2.0599570643510277e-13,0.9999999999998357,1,FALSE
Variable,lumbar_fusion,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0,0.0010779088980427376,-0.0021126626187790223,0.0021126626187790223,0,1,1,FALSE
Variable,delirium,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-1.1102230246251565e-16,0.0010779088980427834,-0.002112662618779223,0.002112662618779001,-1.0299785321756297e-13,0.9999999999999178,1,FALSE
Variable,copd,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-1.1102230246251565e-16,0.001077908898042805,-0.0021126626187792656,0.0021126626187790436,-1.029978532175609e-13,0.9999999999999178,1,FALSE
Variable,aortic_stenosis,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-2.220446049250313e-16,0.0010779088980429478,-0.002112662618779656,0.002112662618779212,-2.0599570643509454e-13,0.9999999999998357,1,FALSE
Variable,unhoused,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-1.1102230246251565e-16,0.0010779088980428467,-0.002112662618779347,0.002112662618779125,-1.0299785321755692e-13,0.9999999999999178,1,FALSE
Variable,undocumented,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-1.1102230246251565e-16,0.0010779088980428736,-0.0021126626187793996,0.0021126626187791776,-1.0299785321755435e-13,0.9999999999999178,1,FALSE
Variable,ivdu,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-1.1102230246251565e-16,0.001077908898042779,-0.0021126626187792145,0.0021126626187789924,-1.0299785321756339e-13,0.9999999999999178,1,FALSE
Variable,white,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-1.1102230246251565e-16,0.0010779088980427897,-0.0021126626187792353,0.0021126626187790132,-1.0299785321756236e-13,0.9999999999999178,1,FALSE
Variable,pacific_islander,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0,0.001077908898042736,-0.002112662618779019,0.002112662618779019,0,1,1,FALSE
Variable,native_american,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-1.1102230246251565e-16,0.0010779088980428318,-0.0021126626187793177,0.0021126626187790956,-1.0299785321755835e-13,0.9999999999999178,1,FALSE
Variable,middle_eastern,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-1.1102230246251565e-16,0.0010779088980428003,-0.002112662618779256,0.002112662618779034,-1.0299785321756135e-13,0.9999999999999178,1,FALSE
Variable,hispanic,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-1.1102230246251565e-16,0.001077908898042831,-0.0021126626187793164,0.0021126626187790943,-1.0299785321755841e-13,0.9999999999999178,1,FALSE
Variable,black,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-1.1102230246251565e-16,0.0010779088980428047,-0.0021126626187792648,0.0021126626187790427,-1.0299785321756094e-13,0.9999999999999178,1,FALSE
Variable,asian,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0,0.0010779088980427877,-0.0021126626187791204,0.0021126626187791204,0,1,1,FALSE
Variable,thrombocytopenia,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.687740547477136,0.0197235757791425,-0.7263980456506018,-0.6490830493036701,-34.868958609645986,2.1974296544766685e-266,1.922750947667085e-265,TRUE
Variable,stent,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.8191686104891602,0.015468412153341654,-0.8494861412077315,-0.788851079770589,-52.95751124088031,0,0,TRUE
Variable,obesity,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.3815815384390612,0.02305090883943892,-0.4267604895752774,-0.33640258730284495,-16.553860895332456,1.5015654005483845e-61,6.569348627399182e-61,TRUE
Variable,lumbar_fusion,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.5896427284288794,0.021945749560056436,-0.6326556071803258,-0.5466298496774331,-26.86819727051342,5.170153360188097e-159,3.3929131426234388e-158,TRUE
Variable,delirium,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.30534323478087266,0.022256268938743235,-0.34896472033104686,-0.26172174923069846,-13.719426001783152,7.767791415197707e-43,2.91292178069914e-42,TRUE
Variable,copd,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.022618475863850462,0.01159534332132277,-0.04534493116202014,1.0797943431921017e-4,-1.9506516743024906,0.05109849570270782,0.09412880787340915,FALSE
Variable,aortic_stenosis,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.5805837175591086,0.02208607514241992,-0.623871629398097,-0.5372958057201203,-26.287319671570014,2.6778826134378667e-152,1.653986320064565e-151,TRUE
Variable,unhoused,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.031050096219661816,0.012132551755871662,-0.054829460701738456,-0.0072707317375851725,-2.5592387194750543,0.01049016786775567,0.2622541966938917,FALSE
Variable,undocumented,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.010407476269758242,0.01079435997705768,-0.03156403306095189,0.010749080521435406,-0.9641587173188851,0.33496635811947006,0.8757046034264655,FALSE
Variable,ivdu,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.005044652799668703,0.009748448082766304,-0.014061954347711788,0.024151259947049194,0.5174826553763816,0.6048192736177906,0.9163928388148344,FALSE
Variable,white,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.0050446527996727,0.009748448082765943,-0.014061954347707083,0.024151259947052483,0.5174826553768107,0.6048192736174912,0.9163928388148344,FALSE
Variable,pacific_islander,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.014815011877245099,0.009075009890677376,-0.0029716806678273255,0.03260170442231752,1.632506416600641,0.10257284785611391,0.7113026787701072,FALSE
Variable,native_american,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.020706161420519176,0.008667569423047444,0.003718037517845576,0.03769428532319277,2.3889236312847513,0.016897814456518178,0.3549205481124166,FALSE
Variable,middle_eastern,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.024007722839731183,0.011684789137100336,-0.04690948871539269,-0.0011059569640696765,-2.0546132718393983,0.039916372742336816,0.4605735316423479,FALSE
Variable,hispanic,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.026805501723530023,0.011863818726082609,-0.050058159145763795,-0.0035528443012962513,-2.2594328472499434,0.023856473095107356,0.35784709642661033,FALSE
Variable,black,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.006289201783692633,0.009663020811881116,-0.01264997098945534,0.025228374556840606,0.6508525549235885,0.515141670888474,0.8985029143403616,FALSE
Variable,asian,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.01600645122150024,0.008992605307820834,-0.001618731309012314,0.03363163375201279,1.7799570506646714,0.0750829898628978,0.7039030299646668,FALSE
Variable,thrombocytopenia,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.011946784151187842,0.006418149236786682,-6.325572003172859e-4,0.02452612550269297,1.8614064133493307,0.06268680559216334,0.11348473426167502,FALSE
Variable,stent,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.792481672441755,0.018739175974026363,0.7557535624327051,0.829209782450805,42.29010248583944,0,0,TRUE
Variable,obesity,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.46139427120005416,0.027963904002265706,0.4065860264884779,0.5162025159116304,16.499637216701604,3.6910341085160026e-61,1.550234325576721e-60,TRUE
Variable,lumbar_fusion,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.08059229116169185,0.011848451677758937,0.05736975260072116,0.10381482972266254,6.801925969194263,1.0322964649082293e-11,3.010864689315669e-11,TRUE
Variable,delirium,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.020251676738727666,0.007250343696541285,0.006041264217969749,0.03446208925948558,2.7932023068628533,0.0052189041047655624,0.011912715891312696,TRUE
Variable,copd,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.024499646677925778,0.00757326260166462,0.009656324733199018,0.03934296862265254,3.23501877150552,0.0012163473369556914,0.002838143786229947,TRUE
Variable,aortic_stenosis,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.9388723075548168,0.007662825821792318,0.9238534449243003,0.9538911701853332,122.52298687055588,0,0,TRUE
Variable,unhoused,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.004416454356333498,0.006072400528940002,-0.007485231980090877,0.016318140692757874,0.7272995803365483,0.4670424551607816,0.8757046034264655,FALSE
Variable,undocumented,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.025364032158855326,0.007639186114483283,0.010391502503269623,0.04033656181444103,3.320253202205292,8.993583851562819e-4,0.06745187888672115,FALSE
Variable,ivdu,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.007442993762308066,0.006293162098394974,-0.004891377299418591,0.01977736482403472,1.1827112739089223,0.23692359459215057,0.731453977683245,FALSE
Variable,white,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),8.673617379884035e-17,0.005755570869782558,-0.011280711615241596,0.01128071161524177,1.5069951488950597e-14,0.999999999999988,1,FALSE
Variable,pacific_islander,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-7.22087539107269e-4,0.005704460789611136,-0.01190262523796601,0.010458450159751472,-0.12658296125416835,0.899270483396734,1,FALSE
Variable,native_american,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.008210198015668538,0.006349528861677656,-0.004234649872017271,0.020655045903354347,1.293040506551735,0.1959970497957102,0.7113026787701072,FALSE
Variable,middle_eastern,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.018586325296858754,0.007124316775004735,0.0046229210033949305,0.032549729590322575,2.6088572257297473,0.009084513679027678,0.2622541966938917,FALSE
Variable,hispanic,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.019416619881570417,0.00718710505903292,0.005330152812760279,0.03350308695038055,2.701591213998905,0.006900854884010131,0.2622541966938917,FALSE
Variable,black,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.010435180157025522,0.005041456394920406,-0.020316253120698652,-5.541071933523895e-4,-2.069874127551642,0.03846413335025219,0.4605735316423479,FALSE
Variable,asian,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.00744299376230808,0.006293162098394998,-0.004891377299418624,0.019777364824034784,1.18271127390892,0.2369235945921514,0.731453977683245,FALSE
Variable,thrombocytopenia,nerve_block_binary,deepseek (Bayesian),-0.24707040569437289,0.018506917585234296,-0.2833432976262831,-0.2107975137624627,-13.350165123742565,1.1818665148136491e-40,4.003096259852683e-40,TRUE
Variable,stent,nerve_block_binary,deepseek (Bayesian),-0.07494867827988894,0.01139157175769564,-0.09727574865227602,-0.05262160790750185,-6.579309675090001,4.726374742180721e-11,1.3412685079161506e-10,TRUE
Variable,obesity,nerve_block_binary,deepseek (Bayesian),0.0042622051627524415,0.003843323734273508,-0.0032705709373516204,0.011794981262856503,1.1089893689525776,0.2674347681886764,0.3900090369418197,FALSE
Variable,lumbar_fusion,nerve_block_binary,deepseek (Bayesian),-0.00853265886254051,0.005713987429854456,-0.019731868433169826,0.0026665507080888082,-1.4932932505169774,0.13536044157562446,0.21865917485293182,FALSE
Variable,delirium,nerve_block_binary,deepseek (Bayesian),-7.771561172376096e-16,0.004545138514883763,-0.008908307793918819,0.008908307793917264,-1.7098623390523546e-13,0.9999999999998636,1,FALSE
Variable,copd,nerve_block_binary,deepseek (Bayesian),-0.004260091366834917,0.005159010492416961,-0.014371566127836407,0.005851383394166573,-0.8257574535071538,0.4089416936376983,0.5576477640514067,FALSE
Variable,aortic_stenosis,nerve_block_binary,deepseek (Bayesian),-0.012821885403324296,0.006225698779028112,-0.025024030788814378,-6.197400178342121e-4,-2.059509439569434,0.039445461680993305,0.07669950882415365,FALSE
Variable,unhoused,nerve_block_binary,deepseek (Bayesian),0.00283894527813211,0.004089917092935074,-0.005177144923775389,0.01085503548003961,0.6941327204495432,0.4875989804382282,0.878618463254602,FALSE
Variable,undocumented,nerve_block_binary,deepseek (Bayesian),-1.1102230246251565e-15,0.004545138514883687,-0.008908307793919,0.00890830779391678,-2.442660484360547e-13,0.9999999999998052,1,FALSE
Variable,ivdu,nerve_block_binary,deepseek (Bayesian),-0.0028390181788923163,0.004961969513561983,-0.012564299717859531,0.006886263360074899,-0.57215550622242906,0.567216627837239,0.9014208075955409,FALSE
Variable,white,nerve_block_binary,deepseek (Bayesian),-0.002839018178890096,0.004961969513561482,-0.012564299717856327,0.006886263360076136,-0.5721555062220394,0.567216627837503,0.9014208075955409,FALSE
Variable,pacific_islander,nerve_block_binary,deepseek (Bayesian),-0.004260091366832919,0.005159010492416174,-0.014371566127832866,0.005851383394167029,-0.8257574535068923,0.40894169363784644,0.8757046034264655,FALSE
Variable,native_american,nerve_block_binary,deepseek (Bayesian),0.004262205162751775,0.003843323734273729,-0.00327057093735272,0.011794981262856271,1.1089893689523405,0.26743476818877865,0.7714464466985675,FALSE
Variable,middle_eastern,nerve_block_binary,deepseek (Bayesian),-0.004260091366835694,0.005159010492416806,-0.014371566127836879,0.00585138339416549,-0.8257574535073293,0.40894169363759864,0.8757046034264655,FALSE
Variable,hispanic,nerve_block_binary,deepseek (Bayesian),-0.008532658862538733,0.005713987429854065,-0.019731868433167286,0.002666550708089818,-1.4932932505167686,0.13536044157567906,0.7113026787701072,FALSE
Variable,black,nerve_block_binary,deepseek (Bayesian),3.3306690738754696e-16,0.004545138514883344,-0.008908307793916886,0.008908307793917552,7.327981453082195e-14,0.9999999999999415,1,FALSE
Variable,asian,nerve_block_binary,deepseek (Bayesian),0.004262205162751442,0.003843323734273896,-0.0032705709373533802,0.011794981262856264,1.1089893689522057,0.26743476818883677,0.7714464466985675,FALSE
Variable,thrombocytopenia,anesthetic_plan_binary,deepseek (Bayesian),0.011563570230823439,0.013027422797023453,-0.013969709262718576,0.03709684972436546,0.8876329885804828,0.3747382027249059,0.5177304116594095,FALSE
Variable,stent,anesthetic_plan_binary,deepseek (Bayesian),-0.01064907926249481,0.014658963354824184,-0.039380119488642645,0.018081960963653027,-0.726455139066178,0.46755979939103,0.6214402396969386,FALSE
Variable,obesity,anesthetic_plan_binary,deepseek (Bayesian),-0.3799074737540121,0.027780390296912188,-0.43435603821242597,-0.3254589092955983,-13.675382875964818,1.4245547864098196e-42,5.157870778380381e-42,TRUE
Variable,lumbar_fusion,anesthetic_plan_binary,deepseek (Bayesian),-0.1913124031125184,0.0239763621939699,-0.23830520949298714,-0.14431959673204967,-7.9792089210528285,1.4727411433143442e-15,4.685994546909277e-15,TRUE
Variable,delirium,anesthetic_plan_binary,deepseek (Bayesian),-0.007920258144167303,0.014489462553746823,-0.03631908290485282,0.02047856661651822,-0.5466219409303906,0.5846384920833775,0.7578647119599338,FALSE
Variable,copd,anesthetic_plan_binary,deepseek (Bayesian),0.0012813986366376762,0.013920747275602538,-0.026002764661427365,0.028565561934702718,0.0920495582075146,0.9266586649410437,1,FALSE
Variable,aortic_stenosis,anesthetic_plan_binary,deepseek (Bayesian),-0.027959229643569006,0.015733888961453373,-0.05879708534476992,0.0028786260576319084,-1.7770069251198244,0.07556710044067728,0.13224242577118525,FALSE
Variable,unhoused,anesthetic_plan_binary,deepseek (Bayesian),1.887379141862766e-15,0.013999563885258165,-0.027438641014371736,0.02743864101437551,1.3481699553871217e-13,0.9999999999998924,1,FALSE
Variable,undocumented,anesthetic_plan_binary,deepseek (Bayesian),0.005059764961318991,0.0136893645862681,-0.021770896599004535,0.03189042652164252,0.3696128428338067,0.711670980557225,1,FALSE
Variable,ivdu,anesthetic_plan_binary,deepseek (Bayesian),0.011139162718677542,0.013321172360970853,-0.014969855340675721,0.037248180778030805,0.836199879172325,0.40304246638527685,0.8757046034264655,FALSE
Variable,white,anesthetic_plan_binary,deepseek (Bayesian),0.009944938118281343,0.013393026412080813,-0.01630491129339074,0.03619478752995343,0.7425459946312646,0.4577565953886619,0.8757046034264655,FALSE
Variable,pacific_islander,anesthetic_plan_binary,deepseek (Bayesian),0.020308416869303736,0.012779552946926176,-0.004739046645194273,0.04535588038380174,1.5891335912645093,0.1120302354132518,0.7113026787701072,FALSE
Variable,native_american,anesthetic_plan_binary,deepseek (Bayesian),0.007524066746706137,0.013539427260538094,-0.019012723055248325,0.034060856548660604,0.5557152900134648,0.578405502394063,0.9014208075955409,FALSE
Variable,middle_eastern,anesthetic_plan_binary,deepseek (Bayesian),-0.005235885613904534,0.014322999391505034,-0.0333084485718435,0.022836677344034433,-0.3655579024188143,0.7146949929153448,1,FALSE
Variable,hispanic,anesthetic_plan_binary,deepseek (Bayesian),-0.0025958454696630717,0.014159669503966106,-0.030348287730426762,0.02515659679110062,-0.18332669904025503,0.8545416865819042,1,FALSE
Variable,black,anesthetic_plan_binary,deepseek (Bayesian),-0.019103073635632684,0.015184671492756947,-0.04886448287850835,0.010658335607242983,-1.2580498461718324,0.20837372985479888,0.7113026787701072,FALSE
Variable,asian,anesthetic_plan_binary,deepseek (Bayesian),-0.024962477386356485,0.015548395166660315,-0.055436771930407344,0.005511817157694374,-1.6054697040297985,0.10839047526916215,0.7113026787701072,FALSE
Variable,thrombocytopenia,arterial_line_binary,deepseek (Bayesian),0.0023326903732877984,0.002984279459929316,-0.003516389887976302,0.008181770634551899,0.7816594942294879,0.4344147125338097,0.5847890361032054,FALSE
Variable,stent,arterial_line_binary,deepseek (Bayesian),0.6535494631745921,0.022865998999339977,0.6087329286653568,0.6983659976838273,28.58171485065912,1.133988227582586e-179,7.937917593078102e-179,TRUE
Variable,obesity,arterial_line_binary,deepseek (Bayesian),0.504010383128813,0.026096022124377366,0.4528631196252729,0.555157646632353,19.3136862287527,4.1208375045534275e-83,1.966763354445954e-82,TRUE
Variable,lumbar_fusion,arterial_line_binary,deepseek (Bayesian),0.008779344895501603,0.0040194825586246895,9.013038441103086e-4,0.016657385946892898,2.1841977835339965,0.02894771773548252,0.058452122350493546,FALSE
Variable,delirium,arterial_line_binary,deepseek (Bayesian),3.909855301200936e-4,0.0028823598821820077,-0.005258336029439753,0.0060403070896799405,0.1356477144082748,0.8920997833903109,1,FALSE
Variable,copd,arterial_line_binary,deepseek (Bayesian),-0.00038172230613619205,0.0027967727304844237,-0.005863296130829408,0.005099851518557024,-0.1364867091185041,0.8914365308141847,1,FALSE
Variable,aortic_stenosis,arterial_line_binary,deepseek (Bayesian),0.7884509392971756,0.01743396515111575,0.7542809954932623,0.8226208831010888,45.22499227588027,0,0,TRUE
Variable,unhoused,arterial_line_binary,deepseek (Bayesian),-0.0018214994514754602,0.0026510367120052805,-0.007017435928699292,0.0033744370257483714,-0.687089485870474,0.4920263394225771,0.878618463254602,FALSE
Variable,undocumented,arterial_line_binary,deepseek (Bayesian),0.0038895763021786506,0.0033198656327031663,-0.0026172407714318323,0.010396393375789133,1.1716065445129487,0.2413550593283574,0.731453977683245,FALSE
Variable,ivdu,arterial_line_binary,deepseek (Bayesian),-0.004043893721872225,0.002468067492621523,-0.008881217118824485,7.934296750800344e-4,-1.6384858736488186,0.10132037849523144,0.7113026787701072,FALSE
Variable,white,arterial_line_binary,deepseek (Bayesian),-0.0037473111526952554,0.0024891654206367444,-0.008625985728705767,0.001131363423315256,-1.5054488229780523,0.1322087248965581,0.7113026787701072,FALSE
Variable,pacific_islander,arterial_line_binary,deepseek (Bayesian),-0.0037473111526954237,0.0024891654206367236,-0.008625985728705893,0.0011313634233150469,-1.5054488229781327,0.1322087248965375,0.7113026787701072,FALSE
Variable,native_american,arterial_line_binary,deepseek (Bayesian),3.909855301202775e-4,0.0028823598821820294,-0.005258336029439612,0.006040307089680167,0.1356477144083376,0.8920997833902613,1,FALSE
Variable,middle_eastern,arterial_line_binary,deepseek (Bayesian),-0.001821499451475559,0.0026510367120052857,-0.007017435928699401,0.003374437025748283,-0.68708948587051,0.4920263394225545,0.878618463254602,FALSE
