effect_type,comparison_label,outcome,model,rd_estimate,rd_SE,rd_LCL,rd_UCL,rd_z,rd_p,rd_p_fdr,rd_significant_fdr
Variable,hispanic,arterial_line_binary,deepseek (Bayesian),-0.0014740927048529258,0.0026844329785511794,-0.006735484661724819,0.0037872992520189674,-0.5491262835135154,0.5829187889117831,0.9014208075955409,FALSE
Variable,black,arterial_line_binary,deepseek (Bayesian),-0.00216096709434202,0.0026195701008776807,-0.007295230147040229,0.0029732959583561886,-0.8249319587278818,0.4094102210615321,0.8757046034264655,FALSE
Variable,asian,arterial_line_binary,deepseek (Bayesian),-0.003134086101617419,0.002536172099593828,-0.008104892075416651,0.0018367198721818134,-1.2357545066122868,0.21654983003595143,0.7113026787701072,FALSE
Surgery,total_hip,nerve_block_binary,gpt-5-2025-08-07 (Bayesian),-0.0025977987944799663,0.0010846576351124545,-0.004723688694856764,-4.719088941031687e-4,-2.3950403430393346,0.016618536643895947,0.08309268321947974,FALSE
Surgery,hemiarthroplasty,nerve_block_binary,gpt-5-2025-08-07 (Bayesian),-5.640840011258419e-4,4.6655806043280335e-4,-0.001478520996270998,3.503529940193144e-4,-1.2090328063404765,0.22665024193369665,0.3777504032228357,FALSE
Surgery,long_cephalomedullary,nerve_block_binary,gpt-5-2025-08-07 (Bayesian),-5.640840011258419e-4,4.6655806043280817e-4,-0.0014785209962710076,3.5035299401932384e-4,-1.209032806340464,0.22665024193370142,0.3777504032228357,FALSE
Surgery,sliding_hip_screw,nerve_block_binary,gpt-5-2025-08-07 (Bayesian),0,2.128229128191166e-4,-4.1712524421037617e-4,4.1712524421037617e-4,0,1,1,FALSE
Surgery,percutaneous_screws,nerve_block_binary,gpt-5-2025-08-07 (Bayesian),-2.8961168712493546e-4,3.5602987538858237e-4,-9.8741742030684e-4,4.081940460569692e-4,-0.8134477108384346,0.4159614142205256,0.519951767775657,FALSE
Surgery,total_hip,anesthetic_plan_binary,gpt-5-2025-08-07 (Bayesian),-6.79027766219642e-4,6.128089634085848e-4,-0.0018801112639037917,5.220557314645077e-4,-1.108057823506257,0.267836844279395,0.267836844279395,FALSE
Surgery,hemiarthroplasty,anesthetic_plan_binary,gpt-5-2025-08-07 (Bayesian),6.020972157300131e-4,5.09070746510255e-4,-3.9566311301300573e-4,0.0015998575444730319,1.1827378018820889,0.2369130776262992,0.267836844279395,FALSE
Surgery,long_cephalomedullary,anesthetic_plan_binary,gpt-5-2025-08-07 (Bayesian),-0.0016211687486881177,9.492835073877943e-4,-0.0034817302342860564,2.3939273690982087e-4,-1.7077814331244352,0.08767690543653843,0.1803249869182246,FALSE
Surgery,sliding_hip_screw,anesthetic_plan_binary,gpt-5-2025-08-07 (Bayesian),0.001228330858860316,6.704406921040283e-4,-8.570875143368642e-5,0.0025423704691543182,1.8321245612426567,0.06693286485416859,0.1803249869182246,FALSE
Surgery,percutaneous_screws,anesthetic_plan_binary,gpt-5-2025-08-07 (Bayesian),-0.0013684357202916608,8.518864593381645e-4,-0.0030381024995118078,3.012310589284861e-4,-1.6063592809713239,0.10819499215093475,0.1803249869182246,FALSE
Surgery,total_hip,arterial_line_binary,gpt-5-2025-08-07 (Bayesian),0.1665356862325801,0.01692179641802324,0.13336957469953567,0.19970179776562455,9.841489763770268,7.459791198254063e-23,3.729895599127032e-22,TRUE
Surgery,hemiarthroplasty,arterial_line_binary,gpt-5-2025-08-07 (Bayesian),0.024435446423725714,0.005340734943682521,0.013967798283133423,0.034903094564318005,4.5752965989503105,4.75545788386917e-6,1.1888644709672926e-5,TRUE
Surgery,long_cephalomedullary,arterial_line_binary,gpt-5-2025-08-07 (Bayesian),0.0036783518783162737,0.001132108531707084,0.0014594599295798681,0.00589724382705268,3.2491159418874447,0.0011576428359602851,0.0019294047266004753,TRUE
Surgery,sliding_hip_screw,arterial_line_binary,gpt-5-2025-08-07 (Bayesian),1.0681475409615599e-4,9.434497612929602e-5,-7.809800123955528e-5,2.917275094318672e-4,1.1321721460798362,0.2575620679777645,0.3219525849722056,FALSE
Surgery,percutaneous_screws,arterial_line_binary,gpt-5-2025-08-07 (Bayesian),-3.144260663068655e-5,3.327042549479476e-5,-9.665144235080747e-5,3.376622908943437e-5,-0.9450617526850033,0.34462735028353364,0.34462735028353364,FALSE
Surgery,total_hip,nerve_block_binary,gpt-5-mini-2025-08-07 (Bayesian),-0.06724986888846429,0.006983933679326726,-0.08093812737036098,-0.05356161040656761,-9.629225015055898,6.018163969465615e-22,3.009081984732807e-21,TRUE
Surgery,hemiarthroplasty,nerve_block_binary,gpt-5-mini-2025-08-07 (Bayesian),-0.006572135271118218,0.0029838658069558602,-0.012420404787452249,-7.23865754784188e-4,-2.2025572516691394,0.027625969716850034,0.034532462146062544,TRUE
Surgery,long_cephalomedullary,nerve_block_binary,gpt-5-mini-2025-08-07 (Bayesian),-0.023979444937828,0.0043271634165535445,-0.03246052938949223,-0.015498360486163763,-5.5416083538917755,2.9970603107634204e-8,4.995100517939034e-8,TRUE
Surgery,sliding_hip_screw,nerve_block_binary,gpt-5-mini-2025-08-07 (Bayesian),-0.0033889287839249382,0.0027366079106584734,-0.008752581728622949,0.0019747241607730734,-1.2383684088340976,0.21557948883700173,0.21557948883700173,FALSE
Surgery,percutaneous_screws,nerve_block_binary,gpt-5-mini-2025-08-07 (Bayesian),-0.03149242024311549,0.004863358653341632,-0.04102442804756631,-0.02196041243866468,-6.475446802895553,9.453178895567722e-11,2.3632947238919303e-10,TRUE
Surgery,total_hip,anesthetic_plan_binary,gpt-5-mini-2025-08-07 (Bayesian),0.01517065389988037,0.004397551425896696,0.00655161148496009,0.02378969631480065,3.449795677326719,5.610109920278396e-4,9.350183200463993e-4,TRUE
Surgery,hemiarthroplasty,anesthetic_plan_binary,gpt-5-mini-2025-08-07 (Bayesian),0.018469455798640233,0.004517921625324895,0.009614492128028777,0.02732441946925169,4.088042540426328,4.350283916696651e-5,1.0875709791741627e-4,TRUE
Surgery,long_cephalomedullary,anesthetic_plan_binary,gpt-5-mini-2025-08-07 (Bayesian),-0.17439861162147308,0.022536801686944188,-0.2185699312546052,-0.13022729198834096,-7.7383922547671915,1.0068181864629407e-14,5.0340909323147035e-14,TRUE
Surgery,sliding_hip_screw,anesthetic_plan_binary,gpt-5-mini-2025-08-07 (Bayesian),0.007271326318698312,0.004474056556760717,-0.0014976633973479737,0.0160403160347446,1.6252200271609574,0.10411568458578221,0.13014460573222777,FALSE
Surgery,percutaneous_screws,anesthetic_plan_binary,gpt-5-mini-2025-08-07 (Bayesian),0.00440660082867228,0.004600314012460853,-0.0046098489533259335,0.013423050610670494,0.9578913127965042,0.33811756746900834,0.33811756746900834,FALSE
Surgery,total_hip,arterial_line_binary,gpt-5-mini-2025-08-07 (Bayesian),0.10945753596584597,0.010792692490538337,0.08830424738817494,0.130610824543517,10.141819204225863,3.603258290958499e-24,9.008145727396247e-24,TRUE
Surgery,hemiarthroplasty,arterial_line_binary,gpt-5-mini-2025-08-07 (Bayesian),0.0797441363703775,0.00897348318924056,0.06215643250359039,0.09733184023716461,8.886642420636926,6.298330272314573e-19,1.049721712052429e-18,TRUE
Surgery,long_cephalomedullary,arterial_line_binary,gpt-5-mini-2025-08-07 (Bayesian),0.31055791514244774,0.017240409141225117,0.2767673341469114,0.3443484961379841,18.013372687301505,1.5301483632676624e-72,7.650741816338312e-72,TRUE
Surgery,sliding_hip_screw,arterial_line_binary,gpt-5-mini-2025-08-07 (Bayesian),-0.0058075694325905765,0.001485978143538277,-0.008720033075739288,-0.0028951057894418637,-3.908246872839002,9.296828295989459e-5,9.296828295989459e-5,TRUE
Surgery,percutaneous_screws,arterial_line_binary,gpt-5-mini-2025-08-07 (Bayesian),-0.00650804292373574,0.0015008187438146988,-0.009449593608935195,-0.0035664922385362854,-4.336328387793155,1.4488244451798169e-5,1.811030556474771e-5,TRUE
Surgery,total_hip,nerve_block_binary,gpt-5-nano-2025-08-07 (Bayesian),0.002588798496037304,0.0014175386014243052,-1.895261094496119e-4,0.005367123101524219,1.8262631391033357,0.06781063474316847,0.16952658685792116,FALSE
Surgery,hemiarthroplasty,nerve_block_binary,gpt-5-nano-2025-08-07 (Bayesian),0.003222413257898164,0.0016023087752513251,8.194576629308404e-5,0.006362880749503244,2.0111062909161954,0.04431423084562562,0.16952658685792116,FALSE
Surgery,long_cephalomedullary,nerve_block_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0020010907771335178,0.0013981561255240144,-7.392448736576124e-4,0.004741426427924648,1.431235568476682,0.15236271286327738,0.19045339107909734,FALSE
Surgery,sliding_hip_screw,nerve_block_binary,gpt-5-nano-2025-08-07 (Bayesian),0.002001090777133503,0.0013981561255240057,-7.392448736576102e-4,0.004741426427924616,1.4312355684766802,0.15236271286327788,0.19045339107909734,FALSE
Surgery,percutaneous_screws,nerve_block_binary,gpt-5-nano-2025-08-07 (Bayesian),3.972699610922388e-4,0.001108193593457405,-0.0017747495699822965,0.002569289492166774,0.3584842607263353,0.7199809444216991,0.7199809444216991,FALSE
Surgery,total_hip,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.001547597600220607,0.0019374011440518556,-0.0022496388657277256,0.00534483406616894,0.7988008084809848,0.4244059216882908,0.707343202813818,FALSE
Surgery,hemiarthroplasty,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0.0019866759064276485,0.001956015416841492,-0.0018470438637867756,0.005820395676642073,1.0156749733781065,0.309784189471858,0.707343202813818,FALSE
Surgery,long_cephalomedullary,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),7.354414558367051e-4,0.002055534020804566,-0.0032933311939370487,0.004764214105610459,0.35778607816417585,0.720503409867278,0.9006292623340975,FALSE
Surgery,sliding_hip_screw,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),0,0.00215423892769388,-0.00422223071237419,0.00422223071237419,0,1,1,FALSE
Surgery,percutaneous_screws,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),-0.009140979561910068,0.0043698614150743205,-0.017705750552886968,-5.76208570933167e-4,-2.091823674402407,0.03645429175440013,0.18227145877200066,FALSE
Surgery,total_hip,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.24244126282651957,0.016518629157206973,0.21006534460442067,0.27481718104861846,14.676839132304389,9.072196701103033e-49,2.2680491752757582e-48,TRUE
Surgery,hemiarthroplasty,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.025974547131338732,0.017547247323313264,-0.008417425650172117,0.06036651991284958,1.480263351439115,0.13880297960336666,0.13880297960336666,FALSE
Surgery,long_cephalomedullary,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.25102907111731776,0.016458692939763615,0.21877062572277742,0.28328751651185813,15.252066007674308,1.5950518682239108e-52,7.975259341119554e-52,TRUE
Surgery,sliding_hip_screw,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),-0.03422579081769361,0.017502711991523645,-0.06853047595285727,7.889431747004627e-5,-1.955456436366476,0.05052922043892276,0.06316152554865345,FALSE
Surgery,percutaneous_screws,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),-0.173225239423909,0.016803172750173127,-0.20615885284025315,-0.14029162600756484,-10.309079243509188,6.411260518840134e-25,1.068543419806689e-24,TRUE
Surgery,total_hip,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-3.919828530408731e-4,3.9171490126392914e-4,-0.0011597299517258372,3.75764245644091e-4,-1.0006840479544674,0.3169795819279382,0.4660072616993047,FALSE
Surgery,hemiarthroplasty,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),2.8084246019888237e-4,3.1511783680141593e-4,-3.36777150818063e-4,8.984620712158278e-4,0.8912299698727192,0.37280580935944374,0.4660072616993047,FALSE
Surgery,long_cephalomedullary,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-7.533888252174714e-4,4.934412062056844e-4,-0.0017205158178686148,2.1373816743367195e-4,-1.5268056573763953,0.12680934440384348,0.4660072616993047,FALSE
Surgery,sliding_hip_screw,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),3.4941739175819997e-4,3.1537557564365065e-4,-2.6870737810694254e-4,9.675421616233425e-4,1.107940559585419,0.2678874874644232,0.4660072616993047,FALSE
Surgery,percutaneous_screws,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0,3.338713553283041e-4,-6.543758319130509e-4,6.543758319130509e-4,0,1,1,FALSE
Surgery,total_hip,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.023383343524611244,0.008656978895703172,-0.040350710375112786,-0.006415976674109702,-2.7010974389942657,0.006911108783624576,0.00863888597953072,TRUE
Surgery,hemiarthroplasty,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.05290798271709962,0.009975518592849682,-0.07245963988619467,-0.03335632554800458,-5.303782678027722,1.1342733811672988e-7,1.8904556352788315e-7,TRUE
Surgery,long_cephalomedullary,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.3945092284176762,0.01713706087024416,-0.4280972505242254,-0.360921206311127,-23.02082203037979,2.8842468736693657e-117,1.4421234368346828e-116,TRUE
Surgery,sliding_hip_screw,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.016241409875520807,0.007028873528260951,0.00246507090824237,0.030017748842799244,2.3106703812807363,0.02085106844030494,0.02085106844030494,TRUE
Surgery,percutaneous_screws,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.05796688541898376,0.010192536898189808,-0.07794389065053137,-0.037989880187436154,-5.687189165758984,1.2914737639631164e-8,3.228684409907791e-8,TRUE
Surgery,total_hip,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.25479481968834605,0.014646042965392968,0.22608910296014964,0.2835005364165425,17.396836830971953,8.718641392648882e-68,1.4531068987748137e-67,TRUE
Surgery,hemiarthroplasty,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.26724766976665354,0.014865536432604042,0.2381117537478816,0.2963835857854255,17.977667403949777,2.9150060491743467e-72,7.287515122935867e-72,TRUE
Surgery,long_cephalomedullary,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.2974352287881453,0.01523727940681363,0.2675707099284168,0.32729974764787384,19.520231981513817,7.390196911639584e-85,3.6950984558197924e-84,TRUE
Surgery,sliding_hip_screw,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),6.26357655041359e-4,0.003654844774587146,-0.006537006472233858,0.0077897217823165756,0.17137736174092721,0.8639270541469288,0.8639270541469288,FALSE
Surgery,percutaneous_screws,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.014399323897506347,0.0028678660968605493,-0.02002023815983648,-0.008778409635176215,-5.020919182129624,5.142479458283077e-7,6.428099322853847e-7,TRUE
Surgery,total_hip,nerve_block_binary,deepseek (Bayesian),0.0020177710541103844,0.0023004023184333405,-0.0024909346399714025,0.006526476748192171,0.8771383326915448,0.3804115061851637,0.4755143827314546,FALSE
Surgery,hemiarthroplasty,nerve_block_binary,deepseek (Bayesian),0.006945699033224173,0.0020698050862508668,0.002888955609154655,0.01100244245729369,3.3557261402836907,7.915691096589035e-4,0.0019789227741472586,TRUE
Surgery,long_cephalomedullary,nerve_block_binary,deepseek (Bayesian),5.380212176800958e-4,0.0024206672584871636,-0.004206399427510053,0.005282441862870245,0.2222615337955788,0.8241102947664906,0.8241102947664906,FALSE
Surgery,sliding_hip_screw,nerve_block_binary,deepseek (Bayesian),-0.0045430373262103085,0.0027827244938004587,-0.009997077112956658,9.110024605360418e-4,-1.6325860991023702,0.10255607679219245,0.1709267946536541,FALSE
Surgery,percutaneous_screws,nerve_block_binary,deepseek (Bayesian),-0.019613921229329367,0.003948286171714503,-0.02735241992654732,-0.011875422532111416,-4.967705069060944,6.774989759582771e-7,3.3874948797913858e-6,TRUE
Surgery,total_hip,anesthetic_plan_binary,deepseek (Bayesian),0.2589334657508251,0.011041090859227384,0.23729332531670502,0.28057360618494515,23.45180100881303,1.2671398751007545e-121,3.167849687751886e-121,TRUE
Surgery,hemiarthroplasty,anesthetic_plan_binary,deepseek (Bayesian),0.24146735029313227,0.01139686456561342,0.21912990620784925,0.2638047943784153,21.187173797053507,1.2540203847931257e-99,2.0900339746552096e-99,TRUE
Surgery,long_cephalomedullary,anesthetic_plan_binary,deepseek (Bayesian),-0.39229494665475495,0.01582144872492583,-0.42330441633885674,-0.36128547697065316,-24.795134344221946,1.0116525707793304e-135,5.058262853896652e-135,TRUE
Surgery,sliding_hip_screw,anesthetic_plan_binary,deepseek (Bayesian),0.1642688658883007,0.01297829240544393,0.1388318801928009,0.1897058515838005,12.657201791770062,1.0207315270829384e-36,1.0207315270829384e-36,TRUE
Surgery,percutaneous_screws,anesthetic_plan_binary,deepseek (Bayesian),0.17703742943612022,0.012731470931908793,0.1520842049393604,0.20199065393288004,13.905496889005386,5.865808044500087e-44,7.332260055625109e-44,TRUE
Surgery,total_hip,arterial_line_binary,deepseek (Bayesian),-0.011385699493581963,0.00365504580720414,-0.018549457637546205,-0.004221941349617721,-3.115063420310796,0.0018390536437378356,0.0022988170546722943,TRUE
Surgery,hemiarthroplasty,arterial_line_binary,deepseek (Bayesian),-0.009403217968492743,0.003746849089517702,-0.01674690723945413,-0.002059528697531357,-2.5096334930594,0.012085652556719012,0.012085652556719012,TRUE
Surgery,long_cephalomedullary,arterial_line_binary,deepseek (Bayesian),0.5465326259636768,0.016021829032989533,0.5151304180925591,0.5779348338347945,34.111749965521796,4.939010720963132e-255,2.4695053604815662e-254,TRUE
Surgery,sliding_hip_screw,arterial_line_binary,deepseek (Bayesian),-0.020992843884201088,0.003620436848072397,-0.028088769714724696,-0.01389691805367748,-5.798428412134341,6.693926682599339e-9,1.11565444709989e-8,TRUE
Surgery,percutaneous_screws,arterial_line_binary,deepseek (Bayesian),-0.02588105289505113,0.0038455898236952066,-0.03341827044880746,-0.01834383534129479,-6.73006068811108,1.695923372042725e-11,4.239808430106812e-11,TRUE
Sex,male,nerve_block_binary,gpt-5-2025-08-07 (Bayesian),-1.988911208962163e-4,2.2105324760078016e-4,-6.321475248593604e-4,2.3436528306692775e-4,-0.8997430395386525,0.36825701328270805,0.36825701328270805,FALSE
Sex,male,anesthetic_plan_binary,gpt-5-2025-08-07 (Bayesian),-1.18186248403096e-4,2.9665465280025876e-4,-6.996186837378372e-4,4.6324618693164524e-4,-0.3983967461406117,0.6903377560456616,0.6903377560456616,FALSE
Sex,male,arterial_line_binary,gpt-5-2025-08-07 (Bayesian),2.0999594260143585e-4,1.8137633348778173e-4,-1.4549513868254233e-4,5.65487023885414e-4,1.157791309170896,0.24694921085042112,0.24694921085042112,FALSE
Sex,male,nerve_block_binary,gpt-5-mini-2025-08-07 (Bayesian),-0.0018800004733002806,0.002554704083178896,-0.006887128467488334,0.0031271275208877725,-0.7358975490268677,0.46179304897664647,0.46179304897664647,FALSE
Sex,male,anesthetic_plan_binary,gpt-5-mini-2025-08-07 (Bayesian),5.591095527367473e-4,0.0027674363419777736,-0.0048649660070469595,0.005983185112520454,0.20203158578786842,0.8398920314049498,0.8398920314049498,FALSE
Sex,male,arterial_line_binary,gpt-5-mini-2025-08-07 (Bayesian),0.0054304984718178614,0.0019352494911880087,0.001637479167989901,0.009223517775645822,2.806097351553465,0.005014553979242082,0.005014553979242082,TRUE
Sex,male,nerve_block_binary,gpt-5-nano-2025-08-07 (Bayesian),2.502145567137822e-4,8.402509863839361e-4,-0.0013966471145729874,0.0018970762280005517,0.29778549596304976,0.7658668851799962,0.7658668851799962,FALSE
Sex,male,anesthetic_plan_binary,gpt-5-nano-2025-08-07 (Bayesian),-0.001101849755763773,0.0012772594379290973,-0.0036052322530186753,0.0014015327414911294,-0.8626671473653565,0.38832050015822955,0.38832050015822955,FALSE
Sex,male,arterial_line_binary,gpt-5-nano-2025-08-07 (Bayesian),0.03842536929939422,0.010499259689835592,0.017847198442983287,0.059003540155805154,3.65981701896507,2.5239541475618343e-4,2.5239541475618343e-4,TRUE
Sex,male,nerve_block_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),6.752595237724535e-5,1.8957993682848588e-4,-0.00030404389599796543,4.390958007524561e-4,0.3561872290227446,0.7217003553765868,0.7217003553765868,FALSE
Sex,male,anesthetic_plan_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),0.00287504730197663,0.00678228885207867,-0.010417994580845065,0.016168089184798326,0.4239051689895913,0.671634974296055,0.671634974296055,FALSE
Sex,male,arterial_line_binary,gemini-2.5-flash-preview-09-2025 (Bayesian),-0.011964273433208161,0.004730699765305306,-0.021236274594878646,-0.0026922722715376785,-2.529070544901938,0.011436503779372437,0.011436503779372437,TRUE
Sex,male,nerve_block_binary,deepseek (Bayesian),-9.39556914546058e-4,0.0014005872783380052,-0.0036846575372935235,0.0018055437082014074,-0.6708306787285511,0.5023284012602758,0.5023284012602758,FALSE
Sex,male,anesthetic_plan_binary,deepseek (Bayesian),-0.03539971530151853,0.00556302026601426,-0.046303034668172906,-0.024496395934864156,-6.363398587235667,1.9733770496203926e-10,1.9733770496203926e-10,TRUE
Sex,male,arterial_line_binary,deepseek (Bayesian),0.005469153104570822,0.0017955278470921008,0.001949983191031564,0.008988323018110079,3.045986233757523,0.002319184532688501,0.002319184532688501,TRUE
